-17 -4				    0.283663 280
-17 -2				    0.284621 278
-17 0				    0.279726 282
-17 2				    0.278414 278
-17 4				    0.283521 267
-17 6				    0.28097  271
-17 8				    0.28421  285
-17 10				    0.286883 296
-17 12				    0.287658 320
-17 14				    0.293336 275
-17 16				    0.297946 290
-17 18				    0.292547 297
-17 20				    0.296338 589
-17 22				    0.293642 539
-17 24				    0.295865 536
-15 -24.			    0.301284 592
-15 -22				    0.300318 628
-15 -20				    0.304225 476
-15 -18				    0.299407 312
-15 -16				    0.294252 286
-15 -14				    0.294626 300
-15 -12				    0.292132 268
-15 -10				    0.291418 294
-15 -8				    0.291611 284
-15 -6				    0.289622 294
-15 -4				    0.291393 297
-15 -2				    0.292216 278
-15 0				    0.285443 246
-15 2				    0.287553 266
-15 4				    0.285412 281
-15 6				    0.28426  269
-15 8				    0.292201 280
-15 10				    0.293379 305
-15 12				    0.294561 271
-15 14				    0.297401 317
-15 16				    0.294158 303
-15 18				    0.298104 305
-15 20				    0.299992 473
-15 22				    0.297487 554
-15 24				    0.304268 640
-13 -24.			    0.305166 606
-13 -22				    0.302293 599
-13 -20				    0.30294  298
-13 -18				    0.301903 292
-13 -16				    0.299097 299
-13 -14				    0.300044 320
-13 -12				    0.296669 302
-13 -10				    0.297489 328
-13 -8				    0.29199  322
-13 -6				    0.292425 298
-13 -4				    0.299006 302
-13 -2				    0.296376 292
-13 0				    0.295153 291
-13 2				    0.295448 295
-13 4				    0.294669 291
-13 6				    0.292725 303
-13 8				    0.291956 302
-13 10				    0.295328 313
-13 12				    0.295256 310
-13 14				    0.299457 294
-13 16				    0.305686 320
-13 18				    0.2987   293
-13 20				    0.306472 309
-13 22				    0.302496 606
-13 24				    0.304366 580
-11 -24.			    0.308629 577
-11 -22				    0.31214  574
-11 -20				    0.308819 318
-11 -18				    0.307569 292
-11 -16				    0.302735 297
-11 -14				    0.301296 296
-11 -12				    0.304449 321
-11 -10				    0.303807 312
-11 -8				    0.30453  283
-11 -6				    0.306254 291
-11 -4				    0.305713 271
-11 -2				    0.306731 295
-11 0				    0.306992 286
-11 2				    0.308202 283
-11 4				    0.306924 299
-11 6				    0.30214  271
-11 8				    0.305069 312
-11 10				    0.302776 295
-11 12				    0.306301 319
-11 14				    0.30277  295
-11 16				    0.307802 297
-11 18				    0.300186 309
-11 20				    0.309321 271
-11 22				    0.308377 636
-11 24				    0.312162 618
-9 -24.				    0.315101 641
-9 -22				    0.311973 497
-9 -20				    0.314628 309
-9 -18				    0.316628 324
-9 -16				    0.311595 316
-9 -14				    0.307499 319
-9 -12				    0.308554 305
-9 -10				    0.315734 332
-9 -8				    0.31688  308
-9 -6				    0.322066 318
-9 -4				    0.3183   318
-9 -2				    0.317857 320
-9 0				    0.321756 282
-9 2				    0.319441 293
-9 4				    0.317342 299
-9 6				    0.323474 323
-9 8				    0.314477 296
-9 10				    0.316013 328
-9 12				    0.313374 312
-9 14				    0.308845 303
-9 16				    0.308037 306
-9 18				    0.309877 317
-9 20				    0.31254  341
-9 22				    0.308199 493
-9 24				    0.312624 623
-7 -24.				    0.313933 630
-7 -22				    0.318835 336
-7 -20				    0.316471 309
-7 -18				    0.308563 332
-7 -16				    0.315608 352
-7 -14				    0.316795 305
-7 -12				    0.32497  310
-7 -10				    0.325498 312
-7 -8				    0.323016 293
-7 -6				    0.333666 333
-7 -4				    0.331903 344
-7 -2				    0.335344 341
-7 0				    0.333931 310
-7 2				    0.336627 291
-7 4				    0.330492 280
-7 6				    0.327377 295
-7 8				    0.32233  321
-7 10				    0.324866 328
-7 12				    0.323193 320
-7 14				    0.318342 312
-7 16				    0.310648 347
-7 18				    0.310683 323
-7 20				    0.314272 329
-7 22				    0.313946 290
-7 24				    0.315845 617
-5 -24.				    0.322713 627
-5 -22				    0.31856  308
-5 -20				    0.320865 337
-5 -18				    0.319618 334
-5 -16				    0.328289 364
-5 -14				    0.333187 340
-5 -12				    0.336782 330
-5 -10				    0.342435 344
-5 -8				    0.344947 324
-5 -6				    0.348469 299
-5 -4				    0.347783 333
-5 -2				    0.342362 296
-5 0				    0.346782 313
-5 2				    0.349013 346
-5 4				    0.349389 331
-5 6				    0.350017 336
-5 8				    0.344308 328
-5 10				    0.337997 303
-5 12				    0.338528 340
-5 14				    0.332203 336
-5 16				    0.329176 349
-5 18				    0.319395 325
-5 20				    0.317043 349
-5 22				    0.324059 336
-5 24				    0.318454 639
-3 -24.				    0.32784  537
-3 -22				    0.324452 323
-3 -20				    0.332862 290
-3 -18				    0.339655 329
-3 -16				    0.349148 350
-3 -14				    0.351232 344
-3 -12				    0.358035 321
-3 -10				    0.363414 324
-3 -8				    0.362441 337
-3 -6				    0.363652 320
-3 -4				    0.363915 350
-3 -2				    0.363418 336
-3 0				    0.3704   328
-3 2				    0.36162  365
-3 4				    0.36463  339
-3 6				    0.361529 295
-3 8				    0.361446 317
-3 10				    0.360648 364
-3 12				    0.354086 372
-3 14				    0.354967 369
-3 16				    0.351595 387
-3 18				    0.342649 364
-3 20				    0.32879  331
-3 22				    0.321414 344
-3 24				    0.326174 570
-1 -24.				    0.333027 341
-1 -22				    0.358981 335
-1 -20				    0.367052 384
-1 -18				    0.372771 371
-1 -16				    0.377816 374
-1 -14				    0.378265 371
-1 -12				    0.384022 377
-1 -10				    0.384047 349
-1 -8				    0.384036 358
-1 -6				    0.378543 326
-1 -4				    0.388465 334
-1 -2				    0.385051 351
-1 0				    0.386048 340
-1 2				    0.383988 343
-1 4				    0.382191 356
-1 6				    0.384649 339
-1 8				    0.378134 332
-1 10				    0.379766 349
-1 12				    0.382939 321
-1 14				    0.382156 345
-1 16				    0.375042 367
-1 18				    0.375164 357
-1 20				    0.366921 349
-1 22				    0.358431 362
-1 24				    0.335054 298
