-99	-24	0.274068	9887
-99	-22	0.270308	9730
-99	-20	0.268753	9670
-99	-18	0.272312	9834
-99	-16	0.269591	9691
-99	-14	0.27633	10007
-99	-12	0.270554	9777
-99	-10	0.272564	9887
-99	-8	0.271418	9837
-99	-6	0.269829	9733
-99	-4	0.273419	9848
-99	-2	0.274294	9868
-99	0	0.27653	10022
-99	2	0.273242	9899
-99	4	0.272916	9864
-99	6	0.270726	9666
-99	8	0.273634	9850
-99	10	0.271617	9876
-99	12	0.271563	9773
-99	14	0.271022	9811
-99	16	0.272327	9892
-99	18	0.272416	9856
-99	20	0.270292	9827
-99	22	0.274968	9873
-99	24	0.273716	9793
-97	-24	0.273249	9899
-97	-22	0.277388	10042
-97	-20	0.272817	9915
-97	-18	0.274057	9894
-97	-16	0.271655	9854
-97	-14	0.275604	9852
-97	-12	0.272992	9935
-97	-10	0.273086	9886
-97	-8	0.272268	9855
-97	-6	0.272963	9807
-97	-4	0.273526	9961
-97	-2	0.277947	10010
-97	0	0.272038	9789
-97	2	0.272672	9829
-97	4	0.2725	9831
-97	6	0.276037	10077
-97	8	0.273587	9981
-97	10	0.267611	9672
-97	12	0.271752	9832
-97	14	0.271538	9837
-97	16	0.27358	9862
-97	18	0.278691	10153
-97	20	0.273608	9796
-97	22	0.274847	10033
-97	24	0.27484	9991
-95	-24	0.272839	9963
-95	-22	0.275246	9935
-95	-20	0.272518	9830
-95	-18	0.274508	9896
-95	-16	0.272003	9803
-95	-14	0.272045	9863
-95	-12	0.271676	9917
-95	-10	0.274981	9874
-95	-8	0.268277	9750
-95	-6	0.2707	9808
-95	-4	0.275475	9970
-95	-2	0.273879	9921
-95	0	0.27047	9761
-95	2	0.272717	9748
-95	4	0.272745	9878
-95	6	0.269453	9637
-95	8	0.273466	9862
-95	10	0.274717	9914
-95	12	0.272606	9804
-95	14	0.270578	9776
-95	16	0.26886	9633
-95	18	0.269497	9762
-95	20	0.275697	9916
-95	22	0.270106	9716
-95	24	0.277226	10078
-93	-24	0.27353	9849
-93	-22	0.271785	9884
-93	-20	0.273188	9855
-93	-18	0.2725	9810
-93	-16	0.274785	9798
-93	-14	0.272795	9855
-93	-12	0.275437	9897
-93	-10	0.274007	9847
-93	-8	0.272773	9852
-93	-6	0.275247	10000
-93	-4	0.270191	9819
-93	-2	0.27885	10052
-93	0	0.274725	9914
-93	2	0.273189	9837
-93	4	0.272185	9815
-93	6	0.276278	9917
-93	8	0.273283	9874
-93	10	0.275706	9988
-93	12	0.270936	9761
-93	14	0.270491	9841
-93	16	0.270424	9821
-93	18	0.274278	9939
-93	20	0.274757	9980
-93	22	0.275032	9968
-93	24	0.270698	9786
-91	-24	0.269016	9719
-91	-22	0.271089	9731
-91	-20	0.270232	9757
-91	-18	0.273305	9854
-91	-16	0.274378	9885
-91	-14	0.276078	9962
-91	-12	0.27186	9775
-91	-10	0.274134	9919
-91	-8	0.274402	9862
-91	-6	0.271068	9785
-91	-4	0.27337	9940
-91	-2	0.271011	9761
-91	0	0.268561	9651
-91	2	0.272148	9870
-91	4	0.272245	9895
-91	6	0.271735	9911
-91	8	0.272912	9809
-91	10	0.272324	9823
-91	12	0.270787	9705
-91	14	0.275099	9922
-91	16	0.275006	9939
-91	18	0.274263	9933
-91	20	0.273304	9916
-91	22	0.275742	9994
-91	24	0.27384	9913
-89	-24	0.272184	9791
-89	-22	0.273337	9859
-89	-20	0.273363	9934
-89	-18	0.273179	9941
-89	-16	0.273422	9952
-89	-14	0.273789	9889
-89	-12	0.271079	9822
-89	-10	0.269554	9746
-89	-8	0.273287	9905
-89	-6	0.275567	10048
-89	-4	0.2723	9729
-89	-2	0.271091	9791
-89	0	0.274256	9885
-89	2	0.269786	9688
-89	4	0.276154	9928
-89	6	0.268301	9727
-89	8	0.268907	9700
-89	10	0.271166	9868
-89	12	0.272869	9820
-89	14	0.269122	9683
-89	16	0.272755	9832
-89	18	0.271804	9773
-89	20	0.272812	9938
-89	22	0.268568	9680
-89	24	0.269688	9866
-87	-24	0.271745	9804
-87	-22	0.27622	9950
-87	-20	0.272843	9863
-87	-18	0.267864	9604
-87	-16	0.273019	9856
-87	-14	0.275263	9956
-87	-12	0.270953	9818
-87	-10	0.268193	9770
-87	-8	0.272247	9842
-87	-6	0.276409	9993
-87	-4	0.273776	9923
-87	-2	0.269764	9749
-87	0	0.273327	9866
-87	2	0.271226	9753
-87	4	0.271027	9809
-87	6	0.272231	9766
-87	8	0.273157	9829
-87	10	0.27048	9816
-87	12	0.274193	9883
-87	14	0.274573	9911
-87	16	0.269673	9705
-87	18	0.275441	9947
-87	20	0.274511	9864
-87	22	0.275336	9979
-87	24	0.276167	9913
-85	-24	0.275003	9877
-85	-22	0.271587	9807
-85	-20	0.275816	10027
-85	-18	0.280208	10192
-85	-16	0.268082	9700
-85	-14	0.274969	9911
-85	-12	0.273047	9792
-85	-10	0.269256	9746
-85	-8	0.272365	9785
-85	-6	0.273058	9829
-85	-4	0.272243	9822
-85	-2	0.271553	9884
-85	0	0.270231	9821
-85	2	0.273198	9819
-85	4	0.270886	9792
-85	6	0.269872	9768
-85	8	0.274093	9943
-85	10	0.272527	9917
-85	12	0.274434	9909
-85	14	0.274623	9929
-85	16	0.27098	9826
-85	18	0.271751	9714
-85	20	0.273478	9933
-85	22	0.276081	9855
-85	24	0.271493	9796
-83	-24	0.268222	9682
-83	-22	0.275718	9922
-83	-20	0.270994	9781
-83	-18	0.271725	9856
-83	-16	0.269964	9824
-83	-14	0.275022	10013
-83	-12	0.272975	9817
-83	-10	0.277533	10070
-83	-8	0.272707	9800
-83	-6	0.271052	9872
-83	-4	0.27661	9883
-83	-2	0.272426	9773
-83	0	0.270281	9752
-83	2	0.270854	9900
-83	4	0.268453	9700
-83	6	0.270213	9752
-83	8	0.27497	9908
-83	10	0.271843	9810
-83	12	0.271758	9817
-83	14	0.269225	9680
-83	16	0.272468	9750
-83	18	0.273145	9869
-83	20	0.275161	9968
-83	22	0.277753	10063
-83	24	0.272142	9765
-81	-24	0.271551	9718
-81	-22	0.273338	9926
-81	-20	0.273321	9921
-81	-18	0.276052	9934
-81	-16	0.272626	9784
-81	-14	0.270787	9757
-81	-12	0.270374	9827
-81	-10	0.268801	9672
-81	-8	0.275585	10004
-81	-6	0.274243	9932
-81	-4	0.272362	9896
-81	-2	0.273477	9913
-81	0	0.275753	9950
-81	2	0.271949	9853
-81	4	0.274346	9905
-81	6	0.272035	9858
-81	8	0.273632	9903
-81	10	0.27358	9972
-81	12	0.272102	9846
-81	14	0.273948	9912
-81	16	0.276798	10009
-81	18	0.27497	9908
-81	20	0.274687	9975
-81	22	0.273734	9965
-81	24	0.27072	9832
-79	-24	0.273513	9876
-79	-22	0.27452	9872
-79	-20	0.271801	9762
-79	-18	0.26853	9677
-79	-16	0.268818	9757
-79	-14	0.270616	9766
-79	-12	0.271882	9794
-79	-10	0.27422	9901
-79	-8	0.272609	9878
-79	-6	0.2717	9760
-79	-4	0.276018	9890
-79	-2	0.270603	9729
-79	0	0.269256	9732
-79	2	0.274055	9795
-79	4	0.275056	9888
-79	6	0.272546	9837
-79	8	0.273237	9801
-79	10	0.272462	9798
-79	12	0.273825	9907
-79	14	0.274811	9794
-79	16	0.273577	9779
-79	18	0.269193	9667
-79	20	0.271295	9829
-79	22	0.275062	9960
-79	24	0.275151	9898
-77	-24	0.277567	10021
-77	-22	0.277861	10008
-77	-20	0.272097	9848
-77	-18	0.27239	9906
-77	-16	0.276104	9932
-77	-14	0.273294	9911
-77	-12	0.273951	9854
-77	-10	0.272677	9881
-77	-8	0.273665	9844
-77	-6	0.271376	9807
-77	-4	0.274647	9887
-77	-2	0.276348	10048
-77	0	0.274931	10013
-77	2	0.276708	9977
-77	4	0.269829	9784
-77	6	0.275857	10127
-77	8	0.272247	9796
-77	10	0.273146	9895
-77	12	0.273315	9847
-77	14	0.271312	9758
-77	16	0.271137	9935
-77	18	0.275773	9919
-77	20	0.271699	9779
-77	22	0.273429	9853
-77	24	0.270049	9688
-75	-24	0.266182	9549
-75	-22	0.274215	9886
-75	-20	0.2777	9960
-75	-18	0.274319	9873
-75	-16	0.275618	9917
-75	-14	0.274024	9912
-75	-12	0.272672	9862
-75	-10	0.270763	9738
-75	-8	0.273445	9870
-75	-6	0.273526	9804
-75	-4	0.271336	9732
-75	-2	0.273523	9936
-75	0	0.273058	9838
-75	2	0.267846	9632
-75	4	0.273434	9845
-75	6	0.272825	9915
-75	8	0.272619	9802
-75	10	0.272285	9854
-75	12	0.271235	9768
-75	14	0.277142	9958
-75	16	0.27301	9934
-75	18	0.274047	9912
-75	20	0.27665	10028
-75	22	0.269735	9704
-75	24	0.273075	9852
-73	-24	0.270766	9727
-73	-22	0.270549	9858
-73	-20	0.272386	9783
-73	-18	0.274799	9890
-73	-16	0.276353	9970
-73	-14	0.272437	9817
-73	-12	0.27275	9840
-73	-10	0.271503	9741
-73	-8	0.272493	9816
-73	-6	0.273044	9888
-73	-4	0.273758	9895
-73	-2	0.275122	9911
-73	0	0.275082	9950
-73	2	0.275805	9956
-73	4	0.268688	9705
-73	6	0.273465	9842
-73	8	0.274037	9947
-73	10	0.270332	9706
-73	12	0.269446	9668
-73	14	0.275534	9979
-73	16	0.274574	9919
-73	18	0.271175	9784
-73	20	0.276524	9959
-73	22	0.277378	10015
-73	24	0.270644	9744
-71	-24	0.273019	9865
-71	-22	0.273058	9903
-71	-20	0.271558	9879
-71	-18	0.27231	9850
-71	-16	0.279372	10087
-71	-14	0.274843	9943
-71	-12	0.276455	9964
-71	-10	0.275893	10077
-71	-8	0.2741	9949
-71	-6	0.273377	9952
-71	-4	0.273249	9896
-71	-2	0.268517	9665
-71	0	0.272043	9765
-71	2	0.271995	9757
-71	4	0.270042	9802
-71	6	0.274296	9873
-71	8	0.27371	9905
-71	10	0.276349	9974
-71	12	0.276945	10047
-71	14	0.271891	9843
-71	16	0.273516	9904
-71	18	0.274921	9868
-71	20	0.271773	9842
-71	22	0.276103	10075
-71	24	0.276295	10011
-69	-24	0.27318	9876
-69	-22	0.27401	9866
-69	-20	0.27365	9737
-69	-18	0.276393	9938
-69	-16	0.272319	9767
-69	-14	0.272863	9873
-69	-12	0.274364	9859
-69	-10	0.279315	10057
-69	-8	0.275281	9906
-69	-6	0.271805	9782
-69	-4	0.272186	9830
-69	-2	0.27506	9969
-69	0	0.273712	9953
-69	2	0.273773	10048
-69	4	0.275489	9949
-69	6	0.274715	9798
-69	8	0.272168	9813
-69	10	0.277596	10077
-69	12	0.273962	9921
-69	14	0.270683	9760
-69	16	0.273649	9882
-69	18	0.27325	9878
-69	20	0.274657	9847
-69	22	0.272004	9852
-69	24	0.271702	9734
-67	-24	0.276445	9970
-67	-22	0.27539	9984
-67	-20	0.271094	9851
-67	-18	0.275593	9942
-67	-16	0.269367	9750
-67	-14	0.268626	9735
-67	-12	0.269363	9689
-67	-10	0.27323	9777
-67	-8	0.274705	9874
-67	-6	0.27485	9913
-67	-4	0.267731	9626
-67	-2	0.276562	9967
-67	0	0.268959	9739
-67	2	0.273194	9956
-67	4	0.273665	9838
-67	6	0.274797	9874
-67	8	0.270472	9800
-67	10	0.273389	9880
-67	12	0.273231	9812
-67	14	0.276779	10072
-67	16	0.272856	9858
-67	18	0.271543	9819
-67	20	0.274288	9859
-67	22	0.268745	9717
-67	24	0.274733	9886
-65	-24	0.270283	9861
-65	-22	0.271123	9816
-65	-20	0.270871	9776
