-99 -24. 0.27225 369
-99 -22 0.27191 	377
-99 -20 0.273664 386
-99 -18 0.27939 	426
-99 -16 0.270525 366
-99 -14 0.274827 360
-99 -12 0.273816 406
-99 -10 0.270755 431
-99 -8 0.281805 519
-99 -6 0.274249 487
-99 -4 0.27511 	555
-99 -2 0.272326 561
-99 0 0.276831 554
-99 2 0.273724 526
-99 4 0.275055 572
-99 6 0.274982 539
-99 8 0.275074 499
-99 10 0.275013 454
-99 12 0.273643 425
-99 14 0.276457 396
-99 16 0.273375 398
-99 18 0.276267 365
-99 20 0.275388 394
-99 22 0.271021 388
-99 24 0.273982 369
-97 -24. 0.276635		355
-97 -22 0.273046 344
-97 -20 0.273758 382
-97 -18 0.273854 420
-97 -16 0.27388 	374
-97 -14 0.278258 389
-97 -12 0.268763 430
-97 -10 0.273167 457
-97 -8 0.271542 504
-97 -6 0.277142 554
-97 -4 0.269742 557
-97 -2 0.27428 	579
-97 0 0.271466 574
-97 2 0.274809 570
-97 4 0.279131 589
-97 6 0.275 	527
-97 8 0.273814 496
-97 10 0.272897 414
-97 12 0.273591 386
-97 14 0.275357 370
-97 16 0.276896 429
-97 18 0.276446 397
-97 20 0.27674 	370
-97 22 0.274564 367
-97 24 0.271775 392
-95 -24. 0.276304		398
-95 -22 0.274716 349
-95 -20 0.271458 388
-95 -18 0.276404 369
-95 -16 0.271419 379
-95 -14 0.275085 390
-95 -12 0.275303 402
-95 -10 0.274696 464
-95 -8 0.271234 498
-95 -6 0.275479 496
-95 -4 0.272194 531
-95 -2 0.274321 575
-95 0 0.271942 572
-95 2 0.272288 581
-95 4 0.277935 542
-95 6 0.271455 495
-95 8 0.272781 474
-95 10 0.271614 450
-95 12 0.273237 372
-95 14 0.276296 380
-95 16 0.274248 387
-95 18 0.275094 390
-95 20 0.272995 379
-95 22 0.27519 	386
-95 24 0.273711 387
-93 -24. 0.274068		401
-93 -22 0.275481 419
-93 -20 0.273878 416
-93 -18 0.274997 405
-93 -16 0.270384 397
-93 -14 0.274425 413
-93 -12 0.279477 395
-93 -10 0.275104 434
-93 -8 0.275312 447
-93 -6 0.274148 510
-93 -4 0.271976 588
-93 -2 0.275635 552
-93 0 0.273305 593
-93 2 0.276034 584
-93 4 0.277776 537
-93 6 0.276183 508
-93 8 0.273705 457
-93 10 0.272136 433
-93 12 0.271573 414
-93 14 0.277081 366
-93 16 0.274479 382
-93 18 0.274407 420
-93 20 0.273854 395
-93 22 0.275501 363
-93 24 0.269408 364
-91 -24. 0.271922		414
-91 -22 0.272515 381
-91 -20 0.273686 395
-91 -18 0.275531 399
-91 -16 0.274149 416
-91 -14 0.275569 375
-91 -12 0.273798 405
-91 -10 0.277064 433
-91 -8 0.276562 465
-91 -6 0.273785 476
-91 -4 0.273628 539
-91 -2 0.275805 549
-91 0 0.270184 591
-91 2 0.275344 573
-91 4 0.272539 526
-91 6 0.272046 513
-91 8 0.27476 	448
-91 10 0.278284 468
-91 12 0.274906 377
-91 14 0.2764 	396
-91 16 0.271537 364
-91 18 0.27742 	395
-91 20 0.270509 428
-91 22 0.272238 377
-91 24 0.275208 370
-89 -24. 0.275378		371
-89 -22 0.273579 390
-89 -20 0.271206 369
-89 -18 0.271219 394
-89 -16 0.275569 410
-89 -14 0.276905 398
-89 -12 0.274284 431
-89 -10 0.27624 	426
-89 -8 0.27212 	415
-89 -6 0.276763 521
-89 -4 0.27252 	516
-89 -2 0.276016 587
-89 0 0.276494 583
-89 2 0.27285 	562
-89 4 0.273829 514
-89 6 0.274653 514
-89 8 0.273195 455
-89 10 0.273337 419
-89 12 0.274479 390
-89 14 0.275888 393
-89 16 0.27186 	389
-89 18 0.269711 362
-89 20 0.269552 387
-89 22 0.276008 401
-89 24 0.274434 414
-87 -24. 0.275613		397
-87 -22 0.275614 374
-87 -20 0.275142 405
-87 -18 0.272392 372
-87 -16 0.273658 425
-87 -14 0.276299 411
-87 -12 0.274855 410
-87 -10 0.275722 429
-87 -8 0.270838 441
-87 -6 0.277438 451
-87 -4 0.274865 530
-87 -2 0.268884 539
-87 0 0.273917 583
-87 2 0.272439 533
-87 4 0.278109 517
-87 6 0.270361 475
-87 8 0.27357 	454
-87 10 0.270041 437
-87 12 0.275873 387
-87 14 0.273926 407
-87 16 0.28067 	400
-87 18 0.275156 425
-87 20 0.275685 420
-87 22 0.275598 444
-87 24 0.276374 409
-85 -24. 0.273653		409
-85 -22 0.274221 405
-85 -20 0.273804 392
-85 -18 0.276927 403
-85 -16 0.272148 380
-85 -14 0.275223 418
-85 -12 0.273729 387
-85 -10 0.275641 363
-85 -8 0.275585 448
-85 -6 0.272562 469
-85 -4 0.274534 548
-85 -2 0.276451 561
-85 0 0.276787 592
-85 2 0.278471 558
-85 4 0.27747 	528
-85 6 0.27177 	488
-85 8 0.274276 456
-85 10 0.273723 354
-85 12 0.273885 404
-85 14 0.274596 388
-85 16 0.273374 370
-85 18 0.27526 	358
-85 20 0.272902 405
-85 22 0.275383 435
-85 24 0.275249 434
-83 -24. 0.274189		391
-83 -22 0.275907 387
-83 -20 0.273698 397
-83 -18 0.272385 382
-83 -16 0.274242 457
-83 -14 0.275164 414
-83 -12 0.275382 439
-83 -10 0.273019 413
-83 -8 0.272765 419
-83 -6 0.270217 452
-83 -4 0.273177 475
-83 -2 0.273275 522
-83 0 0.274614 610
-83 2 0.275916 544
-83 4 0.279763 516
-83 6 0.273756 493
-83 8 0.27239 	387
-83 10 0.269513 399
-83 12 0.278128 416
-83 14 0.275619 394
-83 16 0.276288 410
-83 18 0.26942 	408
-83 20 0.276867 446
-83 22 0.27456 	413
-83 24 0.271498 431
-81 -24. 0.274227		435
-81 -22 0.274872 391
-81 -20 0.274724 393
-81 -18 0.277807 431
-81 -16 0.269944 403
-81 -14 0.279038 411
-81 -12 0.275123 452
-81 -10 0.273146 367
-81 -8 0.271763 439
-81 -6 0.27628 	504
-81 -4 0.275111 485
-81 -2 0.272768 566
-81 0 0.274778 538
-81 2 0.274257 521
-81 4 0.276371 482
-81 6 0.280431 467
-81 8 0.275084 405
-81 10 0.272027 425
-81 12 0.275673 407
-81 14 0.273978 413
-81 16 0.275117 424
-81 18 0.275704 396
-81 20 0.275936 409
-81 22 0.272921 414
-81 24 0.271699 423
-79 -24. 0.274777		432
-79 -22 0.276164 429
-79 -20 0.275759 427
-79 -18 0.27478 	392
-79 -16 0.276174 428
-79 -14 0.273841 414
-79 -12 0.273285 362
-79 -10 0.279648 418
-79 -8 0.271372 436
-79 -6 0.269128 422
-79 -4 0.275216 506
-79 -2 0.27428 	574
-79 0 0.275469 552
-79 2 0.273037 544
-79 4 0.274218 527
-79 6 0.273514 426
-79 8 0.273994 396
-79 10 0.271432 421
-79 12 0.272137 414
-79 14 0.275095 428
-79 16 0.269111 376
-79 18 0.274164 421
-79 20 0.273113 420
-79 22 0.273779 422
-79 24 0.274849 411
-77 -24. 0.271441		424
-77 -22 0.277761 455
-77 -20 0.270935 416
-77 -18 0.274665 425
-77 -16 0.274095 403
-77 -14 0.271747 377
-77 -12 0.273337 413
-77 -10 0.274561 433
-77 -8 0.277135 448
-77 -6 0.273648 427
-77 -4 0.274828 472
-77 -2 0.27311 	518
-77 0 0.275447 527
-77 2 0.271818 487
-77 4 0.271231 462
-77 6 0.271668 467
-77 8 0.270565 413
-77 10 0.275313 405
-77 12 0.280105 427
-77 14 0.272337 417
-77 16 0.276363 443
-77 18 0.276203 422
-77 20 0.273957 422
-77 22 0.273256 448
-77 24 0.276943 433
-75 -24. 0.274386		436
-75 -22 0.275801 462
-75 -20 0.274356 422
-75 -18 0.272858 429
-75 -16 0.274237 475
-75 -14 0.27575 	402
-75 -12 0.275261 439
-75 -10 0.279027 430
-75 -8 0.270396 414
-75 -6 0.275349 425
-75 -4 0.274104 489
-75 -2 0.277232 509
-75 0 0.277081 524
-75 2 0.271081 509
